{'task': 'line', 'participant': 'attila', 'dateStr': '06_01_1424', 'notation': 'arabic', 'response_buttons': 'DC', 'range_in_instr': True, 'interactive_setting': False, 'autopilot': False, 'exp_id': 'SNARC'}
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.6328616332																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4058455749																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.4404267967																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.3559552677																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4022635618																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.5295528899																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	2.5542386726																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.3872247525																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3384600253																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.4524681934																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.7101353518																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.366792824																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.5145949067																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.5037428101																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3581645178																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.4107122544																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.3389522526																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.3849055959																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.3637338295																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.444891911																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.5551068061																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.4105240875																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.6177142003																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3560100071																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.530519811																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.3533833686																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4343635469																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.5655453632																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4930292728																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.4196779781																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.44020399																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.43953557																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.4658648192																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4100579469																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4549455814																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	1.1149391666																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.345267817																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4902465413																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.382377745																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4574426411																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.4396557402																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4231154447																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4094836102																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3735497253																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3955917634																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.3468963157																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4454773666																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.7951384523																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4907793958																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4016019843																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.4540090234																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.5210421878																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3886039301																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.3543785148																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.5259503496																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3652652511																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.3659054461																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.4227493746																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.3799871705																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4132862916																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.7201962923																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.6100741976																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.444039173																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.3984912438																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.5092757713																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.4956849916																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.3875643081																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.3350456519																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.3426989116																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.5069138495																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.3561498492																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.3338974064																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.465405521																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.5068411487																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.3906763316																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.4121628498																		
zsuzsi	'line'		'participant':	''		'dateStr':	'06_01_1245'		'notation':	'dot'		'response_buttons':	'DC'		'range_in_instr':	True		'interactive_setting':	False		'autopilot':	False		'exp_id':	'SNARC'}
zsuzsi	SNARC	dot	DC	down	5	lctrl	1.3654260483																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.350846537																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.5259212692																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.2850253384																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.2732131631																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.2865268245																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.3492984369																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.4125049715																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.3278931726																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.3868150619																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.3021168773																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.33283854																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3634357559																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.3636696816																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.4105279363																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.3442705326																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.2825787413																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.4127607073																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.4017106079																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.4643582014																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.430657515																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.3460653881																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.5763576882																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.3835161545																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.3461889793																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.4609476768																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.3907986401																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.3498492526																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.3342583446																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.3268650972																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.338777343																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.2632467338																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.4232381808																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.2908277204																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3455167105																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.3391434131																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.4275916779																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.5185049287																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.3270408621																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.4731477323																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.2697761242																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.3392255222																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.4847875639																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3637376783																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.3328043278																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.4130741762																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.286685911																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.852889003																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.6587645134																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.5408518828																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.7161237624																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.365474373																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.3975273164																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.4137348986																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.4465956765																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.3308319969																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.5041952659																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.331423012																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.3752179956																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3576941005																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.4099424809																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.8009912972																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.3845972588																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.3844522847																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.3803049158																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3246738084																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3412581522																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.3595774799																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.3236846494																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3331464494																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.2890136207																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.4273855496																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3806312142																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.3865118567																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.3382949516																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.4253610452																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.8186387838																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.3939705348																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.4003540959																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.3784326555																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.2896799025																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.3282840464																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.2956015994																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.2794881006																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.4147642569																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.464950927																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.376765668																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.5050616888																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.5986918126																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.3408014198																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3301674258																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.2986212501																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.5151046677																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.4971454231																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.3338101653																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.4839010413																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3282468406																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.5003104754																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.4557106507																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.3161866273																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.4254397331																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3576325186																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.3409528086																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.3300292941																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3389496867																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.3621318451																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3236157974																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.3169739346																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.4473479163																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.367852118																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.4050612611																		
zsuzsi	SNARC	dot	DC	down	30	num_decimal	0.3906754763																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.8785947356																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.4089263796																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.4182397845																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.3798575919																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.3035832959																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.3469348045																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3476250347																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.3025885774																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.2713096843																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.3688100585																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.3075938162																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.3140325443																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.3385870379																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3529912117																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.2827053264																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.4238274852																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.3849248402																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.3646361751																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.3589231722																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.2940522162																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.2884179015																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.5539072424																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.8950956871																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.4218205145																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.4573365835																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.3972335194																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.308219471																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.2855620416																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.9492749161																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3206025617																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.2682998695																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.2865259692																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3257087262																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3352868475																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.4396843929																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.3689652961																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.2961502769																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.3129642697																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.4916432527																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.3269506276																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.4306429748																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	1.54199072																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.4197438365																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.4387790536																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.5714653494																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.5455034534																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.3297076998																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.2921440332																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.3862565483																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.3889109842																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.3350948319																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.2947787971																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.2819364081																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.3047704578																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.6808929372																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.3192601621																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.3550507837																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.4608997798																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.2832155152																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3012649947																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.4811063356																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	1.4865546218																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	1.4607351337																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.4013351294																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.3994337888																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.52296876																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3823717578																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.4361708042																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3879248188																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.3277781341																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.3730322663																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.4806252272																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.367628456																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.4554758697																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.6813261488																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.3825684778																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.9104128981																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.4250039557																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.6189770565																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.4568922531																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.4106083349																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.3388834008																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.4350589091																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.5534860052																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.4398682832																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.4198332158																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.3457908354																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	1.1985194688																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.3480638057																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.3364030193																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.5885645861																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.3836619839																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.4327692604																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.3899488957																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3065588983																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.5456039514																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.5249137211																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	2.9227780273																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.2892791926																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.3495832531																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.2950182821																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.4823302756																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3677306648																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.3700545256																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3713126777																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.2868274639																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.2843714586																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.3155755127																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.4577094959																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.3321410397																		
zsuzsi	SNARC	dot	DC	down	35	num_decimal	0.331034704																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.5447238438																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.3011503838																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.320707764																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.3149395942																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.3259533432																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.3109282185																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.2835020421																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.3042949088																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.3652943316																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.3503132551																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.4828148052																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.4194111231																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.2797079136																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.5107524536																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.5056911925																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.3155584065																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.2679312336																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.4621258581																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.4747527103																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.8962490645																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3979186178																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.4413325635																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.3431885731																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.5297752689																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	1.0630974834																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.3839352535																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.4607843137																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.3711788226																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.3638266298																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.267501871																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.5411794642																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.3988808347																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.4817559391																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.5663053008																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3385023628																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3800786879																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.2873325208																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.3360621806																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.5203079095																		
zsuzsi	SNARC	dot	DC	down	5	lctrl	0.466800094																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.3044009665																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.6040173626																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.5106908717																		
zsuzsi	SNARC	dot	DC	down	30	lctrl	0.3461008832																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3080458443																		
zsuzsi	SNARC	dot	DC	up	5	num_decimal	0.3728252829																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.3450552741																		
zsuzsi	SNARC	dot	DC	up	20	num_decimal	0.305364894																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.3977539717																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.3455209871																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.4383967328																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.3030709688																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.3282412813																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.3311283598																		
zsuzsi	SNARC	dot	DC	down	15	lctrl	0.3510586525																		
zsuzsi	SNARC	dot	DC	up	25	num_decimal	0.5759817821																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3656569804																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.3020800992																		
zsuzsi	SNARC	dot	DC	up	40	num_decimal	0.4757025252																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.3614210875																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	1.9855030256																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.3835974084																		
zsuzsi	SNARC	dot	DC	down	45	lctrl	0.3422986293																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.4678388607																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.310169564																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.5007120405																		
zsuzsi	SNARC	dot	DC	up	15	num_decimal	0.5652793637																		
zsuzsi	SNARC	dot	DC	down	35	lctrl	0.360029508																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.3401586588																		
zsuzsi	SNARC	dot	DC	up	10	num_decimal	0.6452417304																		
zsuzsi	SNARC	dot	DC	up	45	num_decimal	0.8060080826																		
zsuzsi	SNARC	dot	DC	up	35	num_decimal	0.3439228516																		
zsuzsi	SNARC	dot	DC	down	20	lctrl	0.4426287767																		
zsuzsi	SNARC	dot	DC	down	25	lctrl	0.340029508																		
zsuzsi	SNARC	dot	DC	down	40	lctrl	0.3069202644																		
zsuzsi	SNARC	dot	DC	down	10	lctrl	0.3529390382																		
zsuzsi	SNARC	dot	DC	up	30	num_decimal	0.4956760108																		
